ALIAS	n_DNA	n_LTR	n_SINE	n_LINE	species	freshwater	brackwater	saltwater	brood1	brood2	latin	DNA	LINEs	LTR	SINEs	Simple	Total	TEs	Common_name	FAMILY	DNA_frac	LINEs_frac	SINEs_frac	LTR_frac	bp	contig_bp	n50_contig	n50_scaffold	longest_scaffold	num_strs_unit20	mean_length_unit20	mean_length_sd_unit20	strs_bp_per_mbp_unit20	strs_corr_bp_per_mbp_unit20	strs_per_mbp_unit20	busco_complete_single	busco_complete_dup	busco_fragmented	busco_missing	snps	mnps	indels	complex	in_60	coverage	cegma_complete	cegma_partial	ca_coverage	snps_per_kbp	num_genes	strs_corr_bp_per_mbp_cds_unit20	num_strs_unit10	mean_length_unit10	mean_length_sd_unit10	strs_bp_per_mbp_unit10	strs_corr_bp_per_mbp_unit10	strs_per_mbp_unit10	strs_corr_bp_per_mbp_cds_unit10	indels_per_kbp	num_kogs	num_introns	mean_intron_size	std_intron_size	num_strs_filter_unit20	mean_length_filter_unit20	mean_length_sd_filter_unit20	strs_bp_per_mbp_filter_unit20	strs_corr_bp_per_mbp_filter_unit20	strs_per_mbp_filter_unit20	num_strs_unit10_1	mean_length_unit10_1	mean_length_sd_unit10_1	strs_bp_per_mbp_unit10_1	strs_corr_bp_per_mbp_unit10_1	strs_per_mbp_unit10_1	num_strs_unit10_2	mean_length_unit10_2	mean_length_sd_unit10_2	strs_bp_per_mbp_unit10_2	strs_corr_bp_per_mbp_unit10_2	strs_per_mbp_unit10_2	num_strs_unit10_3	mean_length_unit10_3	mean_length_sd_unit10_3	strs_bp_per_mbp_unit10_3	strs_corr_bp_per_mbp_unit10_3	strs_per_mbp_unit10_3	num_strs_unit10_4	mean_length_unit10_4	mean_length_sd_unit10_4	strs_bp_per_mbp_unit10_4	strs_corr_bp_per_mbp_unit10_4	strs_per_mbp_unit10_4	num_strs_unit10_5	mean_length_unit10_5	mean_length_sd_unit10_5	strs_bp_per_mbp_unit10_5	strs_corr_bp_per_mbp_unit10_5	strs_per_mbp_unit10_5	num_strs_unit10_6	mean_length_unit10_6	mean_length_sd_unit10_6	strs_bp_per_mbp_unit10_6	strs_corr_bp_per_mbp_unit10_6	strs_per_mbp_unit10_6	num_strs_unit10_7	mean_length_unit10_7	mean_length_sd_unit10_7	strs_bp_per_mbp_unit10_7	strs_corr_bp_per_mbp_unit10_7	strs_per_mbp_unit10_7	num_strs_unit10_8	mean_length_unit10_8	mean_length_sd_unit10_8	strs_bp_per_mbp_unit10_8	strs_corr_bp_per_mbp_unit10_8	strs_per_mbp_unit10_8	num_strs_unit10_9	mean_length_unit10_9	mean_length_sd_unit10_9	strs_bp_per_mbp_unit10_9	strs_corr_bp_per_mbp_unit10_9	strs_per_mbp_unit10_9	num_strs_unit10_10	mean_length_unit10_10	mean_length_sd_unit10_10	strs_bp_per_mbp_unit10_10	strs_corr_bp_per_mbp_unit10_10	strs_per_mbp_unit10_10	preqc_genome_size	strs_perc	scaled_bp	sum_strs_per_mbp_unit10	prop_class	log_strs	brood1_cat	brood1_cat2	brood1_bin	water	water_bin	w_b	bg_salt	ng_salt	ng_fresh	bg_fresh	nTEs	nTEs_density
fish_51	281970	155158	29380	44975	Lophius vaillanti	0	0	1	nonguarders	nan	Lophius_vaillanti	8.74	5.94	1.17	0.63	2.09	29.68	16.48	Shortspine_African_angler	Lophiidae	0.5303398058252428	0.3604368932038835	0.03822815533980582	0.07099514563106796	697366216	696299904	15661	32625	400954	376255	52.78	89.27	26781.5	26822.5	539.821	2944	49	403	351	0	0	0	0	0	17.5807	219	239	0.0	0.0	25596	5159.06	329108	43.73	74.2	19865.9	19896.3	472.17800000000005	3266.28	0.0	439	3694	523.487	540.307	376255	52.78	89.27	26781.5	26822.5	539.821	34662	16.08	5.11	799.32	800.55	49.7303	124677	50.67	79.59	9057.55	9071.42	178.877	63710	29.39	42.2	2681.75	2685.86	91.406	36151	58.15	96.66	2990.15	2994.73	51.8666	14255	39.69	71.73	801.63	802.86	20.4519	11811	35.65	56.8	599.52	600.44	16.9455	6830	34.49	53.92	335.59	336.1	9.79914	12685	55.69	90.87	998.81	1000.34	18.1994	8787	49.5	83.47	613.88	614.82	12.6069	15540	75.89	113.5	1623.61	1626.1	22.2956	730027310	1.9865900000000003	0.2079043389333574	20501.81	0.555256064690027	4.2981082450108	ng	ng	0.0	salt	0.0	0.0	0	1	0	0	511483	733.449639894801
fish_52	116905	65130	14816	23786	Antennarius striatus	0	1	1	nonguarders	open water/substratum egg scatterers	Antennarius_striatus	5.36	4.35	0.86	0.59	2.1	17.04	11.16	Striated_frogfish	Antennariidae	0.4802867383512545	0.3897849462365591	0.0528673835125448	0.07706093189964157	441856641	440955265	6086	9774	116217	236003	39.88	50.65	20787.5	20829.9	535.154	2312	73	656	730	807763	37995	80648	74943	1	16.8105	195	226	13.78	1.83185	23606	3045.88	213559	36.52	40.62	17344.0	17379.4	484.26099999999997	2172.48	0.182894	415	3304	332.44	329.471	187217	40.8	45.95	16942.6	20156.6	424.528	33444	16.18	4.64	1224.67	1227.17	75.8367	85542	40.53	30.87	7841.64	7857.67	193.97299999999998	24344	34.34	47.36	1885.82	1889.67	55.2018	34523	43.01	42.39	3343.28	3350.12	78.2834	8745	36.76	41.62	724.03	725.51	19.8299	7386	45.17	73.46	745.44	746.97	16.7483	3362	29.39	29.15	223.05	223.51	7.6235800000000005	4661	36.59	50.88	383.95	384.73	10.5692	4710	39.14	67.1	411.05	411.89	10.6803	6842	52.97	79.29	799.54	801.18	15.5147	471297312	1.7344	-0.6444735786971784	17582.470000000005	0.6549295774647887	4.239149264858293	ng	ng	0.0	salt	0.0	0.0	0	1	0	0	220637	499.3406900044759
fish_54	137369	20371	2436	41354	Osmerus eperlanus	1	1	1	nonguarders	open water/substratum egg scatterers	Osmerus_eperlanus	5.93	1.23	1.79	0.09	3.37	13.66	9.04	European_smelt	Osmeridae	0.6559734513274337	0.13606194690265488	0.00995575221238938	0.19800884955752215	342758722	342019931	4524	6820	101519	307614	41.56	49.15	35603.9	35680.8	899.456	2071	71	760	867	666136	30007	102650	64145	1	25.7965	175	220	19.16	1.94765	24497	8517.91	266596	34.87	36.05	26221.3	26278.0	779.52	3945.82	0.300129	409	2992	270.52099999999996	227.44099999999997	213442	41.63	47.54	24946.7	28654.1	624.099	15307	20.59	16.07	919.53	921.51	44.7573	179961	33.94	32.32	17814.5	17853.0	526.202	10503	26.06	25.18	796.67	798.39	30.7105	17729	32.6	31.78	1674.73	1678.35	51.8392	5531	38.0	45.38	604.04	605.35	16.1725	7242	34.93	37.68	733.54	735.12	21.1754	3333	45.17	50.33	434.62	435.56	9.745610000000001	9779	48.57	51.92	1368.85	1371.8	28.5936	4609	47.72	54.41	635.32	636.69	13.4766	12602	56.56	60.92	2034.21	2038.6	36.848	446475916	2.62213	-0.9750634512635569	27016.009999999995	0.6617862371888725	4.418654219346086	ng	ng	0.0	nan	nan	nan	0	0	0	0	201530	587.9646149456702
fish_55	281064	75215	27889	32072	Perca fluviatilis	1	1	0	nonguarders	open water/substratum egg scatterers	Perca_fluviatilis	9.17	2.97	0.79	0.67	1.88	32.23	13.6	European_perch	Percidae	0.674264705882353	0.2183823529411765	0.04926470588235295	0.05808823529411765	630662671	629388238	4140	5972	73288	317479	39.59	61.02	19029.9	19068.5	503.935	1673	55	1027	998	1735976	88168	193702	187136	1	16.7348	122	189	12.51	2.7582	28536	3130.0	291196	36.61	54.85	16413.3	16446.5	462.216	2390.95	0.307762	346	2288	419.70099999999996	384.163	228542	38.49	51.39	13582.6	19314.2	362.765	52415	17.24	5.8	1433.06	1435.96	83.1984	131523	45.66	63.23	9518.46	9537.74	208.767	27472	26.59	21.7	1155.93	1158.27	43.6063	31936	40.42	66.29	2034.98	2039.1	50.6921	11372	24.51	26.76	441.2	442.09	18.0508	9941	29.36	26.84	462.31	463.25	15.7794	4638	26.97	27.48	198.25	198.65	7.3619	7206	47.78	85.54	541.5	542.6	11.4381	5210	32.05	48.31	264.11	264.64	8.26984	9483	55.21	86.52	800.35	801.97	15.0524	812103236	1.64133	-0.014618158650831922	16850.149999999998	0.4219671113869066	4.215195907543428	ng	ng	0.0	fresh	1.0	nan	0	0	1	0	416240	660.0041815381205
fish_56	322908	56345	16632	31525	Sebastes norvegicus	0	0	1	bearers	internal live bearers	Sebastes_norvegicus	9.92	1.82	0.67	0.35	1.92	34.88	12.76	Golden_redfish	Sebastidae	0.7774294670846396	0.1426332288401254	0.027429467084639496	0.052507836990595615	717740616	716578497	9467	16564	236072	388158	39.19	74.86	20376.3	20409.3	541.364	2458	69	698	542	1396617	59990	199453	117407	1	23.5372	190	233	20.04	1.94901	28098	6394.04	350510	33.84	65.83	16059.5	16085.5	488.856	4930.33	0.278341	424	3346	470.31699999999995	466.361	278276	39.03	71.32	14655.7	21498.3	388.11199999999997	39296	16.24	5.76	889.4	890.84	54.8061	144085	32.1	40.69	6441.08	6451.52	200.955	51368	36.79	97.37	2626.43	2630.69	71.643	39700	36.98	69.86	2032.75	2036.05	55.3696	20569	34.16	61.87	968.19	969.76	28.6876	12163	34.93	62.02	588.77	589.72	16.9637	8619	33.51	61.69	396.48	397.12	12.0209	12447	46.65	104.54	800.31	801.61	17.3598	9512	49.77	110.12	645.59	646.63	13.2664	12751	60.42	112.63	1041.48	1043.16	17.7838	707884972	1.60595	0.2758731758936615	16430.48	0.36582568807339444	4.205732019733367	b_g	b	1.0	salt	0.0	nan	1	0	0	0	427410	595.4936790145368
fish_61	270143	83828	10820	51446	Chaenocephalus aceratus	0	0	1	nonguarders	open water/substratum egg scatterers	Chaenocephalus_aceratus	10.22	3.74	2.05	0.24	1.71	31.35	16.25	Blackfin_icefish	Channichthyidae	0.6289230769230769	0.23015384615384615	0.014769230769230769	0.12615384615384614	623452208	622263290	5460	7329	225941	262423	53.61	109.16	21091.9	21132.2	421.225	1918	63	876	904	2076297	73526	328463	166957	1	53.3799	146	199	35.91	3.33669	28660	6639.75	224160	47.18	101.23	16141.5	16172.4	359.80699999999996	4204.76	0.5278520000000001	370	2475	387.917	361.24199999999996	172234	58.31	108.98	15181.2	21363.9	276.459	20376	16.85	9.1	550.62	551.67	32.7063	94937	47.57	78.09	7242.81	7256.65	152.387	32097	35.54	81.75	1827.29	1830.78	51.5201	23821	77.38	173.33	2892.9	2898.42	38.236	13364	30.89	60.3	654.89	656.14	21.451	10854	36.74	82.46	630.65	631.86	17.4222	4778	44.45	93.64	335.31	335.95	7.669339999999999	7297	91.88	202.13	1059.45	1061.47	11.7127	6475	50.1	111.97	512.37	513.35	10.3933	10161	70.21	130.62	1093.33	1095.42	16.3098	966900809	1.61415	-0.038672206085617986	16799.620000000003	0.518341307814992	4.20794389045131	ng	ng	0.0	salt	0.0	0.0	0	1	0	0	416237	667.6325701616571
fish_65	159017	90751	14494	46371	Borostomias antarcticus	0	0	1	nan	nan	Borostomias_antarcticus	6.03	5.76	1.95	0.6	5.04	29.01	14.339999999999998	Snaggletooth	Stomiidae	0.4205020920502093	0.40167364016736407	0.041841004184100423	0.13598326359832638	430362827	429590858	3928	5368	86740	536638	54.26	77.68	64390.7	64506.4	1248.0	1101	37	869	1728	3845750	187817	759895	386541	1	28.5648	116	180	18.91	8.952119999999999	21161	11196.6	467693	46.65	64.29	49029.6	49117.7	1087.66	6419.03	1.76888	334	2093	369.412	326.255	381824	56.24	75.01	47835.8	65231.1	887.9630000000001	20013	18.57	11.72	863.48	865.03	46.5419	279977	45.75	51.99	29743.2	29796.6	651.109	34009	43.85	96.18	3454.22	3460.43	79.0907	57896	51.84	65.32	6918.04	6930.47	134.642	18733	45.36	84.91	1939.39	1942.88	43.5651	12586	45.93	85.25	1331.98	1334.37	29.2698	7001	43.08	55.87	691.41	692.65	16.2814	12833	56.99	76.74	1677.49	1680.51	29.8442	6946	59.14	90.85	943.99	945.69	16.1535	17699	71.91	106.12	2853.07	2858.19	41.1605	785827371	4.90296	-0.6828168511281733	50416.270000000004	0.49431230610134425	4.690458350139888	nan	nan	nan	salt	0.0	nan	0	0	0	0	310633	721.7932881549735
fish_66	257741	123068	48043	58416	Benthosema glaciale	0	0	1	nonguarders	open water/substratum egg scatterers	Benthosema_glaciale	4.98	3.52	0.99	1.16	3.8	35.54	10.65	Glacier_lantern_fish	Myctophidae	0.46760563380281694	0.3305164319248826	0.10892018779342721	0.09295774647887324	676314385	675054998	4393	6111	94056	665055	38.55	35.18	36971.7	37040.7	983.809	1478	128	768	1452	5403083	258734	1892895	665921	1	28.2522	171	214	19.54	8.003919999999999	27879	4659.98	609084	37.57	31.41	33080.1	33141.8	901.012	3220.04	2.8040599999999998	392	1917	526.539	415.097	0	0.0	0.0	0.0	0.0	0.0	40441	17.47	6.22	1044.67	1046.62	59.824	253005	42.73	30.62	15978.1	16008.0	374.26800000000003	54473	29.65	29.75	2383.0	2387.45	80.5814	153720	38.66	29.53	8748.48	8764.8	227.396	33865	37.87	36.87	1885.57	1889.08	50.0962	20089	34.39	28.2	1019.76	1021.66	29.7175	12585	26.67	21.14	495.75	496.68	18.6169	16486	39.42	50.69	958.2	959.99	24.3876	8563	30.86	36.65	388.97	389.69	12.6672	15857	36.74	43.08	853.46	855.05	23.4571	1072273467	3.3080100000000003	0.13767559752478217	33755.96	0.29966235227912214	4.519566813739716	ng	ng	0.0	salt	0.0	0.0	0	1	0	0	487268	720.475581781393
fish_67	142390	147593	25123	48561	Cetomimus sp	0	0	1	nan	nan	Cetomimus_sp	6.87	11.86	3.19	1.15	2.78	41.57	23.07	Cetomimus_sp	Cetomimidae	0.2977893368010403	0.5140875596012137	0.04984828781967923	0.13827481577806675	404871927	403660570	2690	3573	45833	258875	61.01	134.32	36299.6	36408.6	640.78	704	16	921	2073	6434703	326898	946391	696301	0	23.9993	68	140	0.0	15.9409	5567	3906.6	230988	52.32	121.6	28538.3	28623.9	571.752	2198.1	2.34452	250	1368	405.724	410.906	167975	62.52	125.52	24542.1	39694.5	415.78	10190	17.5	10.05	440.38	441.7	25.2228	103767	51.72	112.9	13249.9	13289.6	256.849	22075	63.87	170.45	3478.52	3488.96	54.6411	34877	49.29	95.07	4226.82	4239.5	86.3292	16536	53.1	144.48	2138.28	2144.7	40.9307	13046	35.99	80.48	1151.46	1154.92	32.2921	7101	33.75	65.23	582.87	584.62	17.5767	8841	68.82	148.71	1458.13	1462.51	21.8837	5487	59.7	128.02	792.78	795.16	13.5817	9068	97.98	195.57	2114.95	2121.3	22.4455	869918793	2.85383	-0.7678542915471016	29634.089999999997	0.5549675246572047	4.455428099030599	nan	nan	nan	salt	0.0	nan	0	0	0	0	363667	898.2272559490152
fish_68	242913	71016	27405	43271	Rondeletia loricata	0	0	1	nan	nan	Rondeletia_loricata	7.17	3.07	1.12	0.64	3.86	31.11	12.0	Redmouth_whalefish	Rondeletiidae	0.5975	0.2558333333333333	0.05333333333333334	0.09333333333333334	568597941	567460535	5112	7469	110294	457656	42.25	54.7	33054.6	33120.9	805.732	1828	62	921	949	4049897	168005	735227	354065	1	22.9687	140	204	16.21	7.136880000000001	26030	4985.16	424430	40.36	50.11	29511.2	29570.3	747.2360000000001	3819.53	1.29564	366	2439	432.67199999999997	360.316	339119	44.94	52.4	26176.0	36770.1	597.04	10819	15.8	6.06	300.55	301.15	19.0475	255921	42.56	41.2	19146.9	19185.3	450.565	35469	39.23	95.95	2442.19	2447.09	62.4454	44582	40.32	48.32	3141.89	3148.19	78.4894	25008	34.17	38.48	1492.36	1495.35	44.0282	14322	30.7	34.49	771.12	772.66	25.2148	7395	30.17	43.11	390.01	390.79	13.0194	12991	42.1	48.41	953.34	955.25	22.8715	6707	36.97	54.9	434.04	434.91	11.8081	11216	50.53	78.86	970.44	972.38	19.7465	943154868	2.95112	-0.22166560615138625	30042.839999999997	0.3857280617164899	4.469986869370595	nan	nan	nan	salt	0.0	nan	0	0	0	0	384605	676.4094138708814
fish_69	191601	50147	25369	45953	Beryx splendens	0	0	1	nonguarders	nan	Beryx_splendens	5.37	2.1	1.16	0.63	3.94	24.18	9.260000000000002	Splendid_alfonsino	Berycidae	0.579913606911447	0.22678185745140386	0.06803455723542115	0.12526997840172782	533267752	532475508	4286	5987	72599	442820	40.57	53.44	32543.9	32592.3	830.807	1638	58	941	1119	4378625	179337	756333	388403	1	18.6349	152	197	14.64	8.22315	24630	4594.19	417443	38.88	48.41	29627.7	29671.7	783.195	3542.06	1.42041	366	2604	411.371	349.847	330604	42.41	51.26	25549.8	33076.4	620.27	32969	16.8	5.55	1038.62	1040.16	61.8555	241653	40.17	35.77	18193.1	18220.1	453.38300000000004	29385	35.24	72.87	1937.68	1940.56	55.1313	45041	45.4	61.42	3810.77	3816.44	84.5047	19051	38.57	60.0	1360.67	1362.7	35.743	14028	42.43	63.53	1103.78	1105.43	26.3189	6385	33.39	51.48	395.55	396.14	11.9794	11221	43.12	56.89	897.96	899.3	21.0525	6576	45.98	99.84	556.63	557.46	12.3377	11134	50.31	83.29	1024.8	1026.33	20.8893	760302251	2.96277	-0.3395268367111931	30319.559999999994	0.38296112489660883	4.471697938483803	ng	ng	0.0	salt	0.0	0.0	0	1	0	0	313070	587.0784401003868
fish_70	200983	46671	17941	45982	Neoniphon sammara	0	0	1	nonguarders	open water/substratum egg scatterers	Neoniphon_sammara	4.48	1.57	0.92	0.35	3.21	21.83	7.32	Sammara_squirrelfish	Holocentridae	0.6120218579234973	0.21448087431693988	0.04781420765027322	0.12568306010928962	659225728	657152184	8761	21768	231705	557212	30.42	23.55	25375.9	25456.0	845.5419999999999	2742	81	505	451	3341549	119602	649884	248692	1	18.6889	195	228	16.96	5.084890000000001	26692	3510.17	533711	29.99	21.32	24013.4	24089.2	809.88	3025.68	0.9889399999999999	425	3431	489.24	428.881	434376	31.73	23.08	20662.4	26085.6	659.1439999999999	77962	19.32	6.92	2285.2	2292.41	118.303	282092	33.2	15.42	14192.2	14237.0	428.061	39608	29.72	31.04	1776.86	1782.47	60.1032	60371	29.23	24.58	2662.35	2670.75	91.61	24809	28.96	26.47	1082.39	1085.81	37.6464	12776	26.22	22.25	507.37	508.97	19.3869	7763	25.53	19.34	299.98	300.93	11.78	9879	30.62	37.76	457.93	459.37	14.9909	7211	31.03	35.62	337.81	338.88	10.9423	11240	36.83	55.45	615.8	617.75	17.0561	677679775	2.4013400000000003	0.08066797317738743	24217.89	0.33531836921667435	4.380453655129885	ng	ng	0.0	salt	0.0	0.0	0	1	0	0	311577	472.6408372216929
fish_71	178564	52901	15522	36142	Anoplogaster cornuta	0	0	1	nonguarders	nan	Anoplogaster_cornuta	9.08	3.01	1.43	0.48	3.29	25.68	14.0	Common_fangtooth	Anoplogastridae	0.6485714285714286	0.215	0.03428571428571429	0.10214285714285713	404844788	404395827	3719	4562	42328	319634	50.3	102.29	37744.6	37786.5	791.173	1180	35	997	1521	4095321	180616	844287	405706	0	22.816	107	172	0.0	10.127	21060	5978.06	277032	45.85	95.39	30128.0	30161.5	685.7230000000001	4105.15	2.08777	319	2082	367.43	316.15	236548	51.71	97.66	28931.8	38090.2	585.515	19713	17.08	6.59	831.86	832.79	48.7946	119596	38.31	43.49	11313.5	11326.1	296.03	30237	48.94	139.51	3648.86	3652.91	74.8441	32611	63.13	109.83	5052.05	5057.66	80.7203	21421	42.89	105.79	2231.7	2234.18	53.0223	11100	38.13	72.41	1037.35	1038.5	27.4752	7402	40.09	96.12	722.67	723.47	18.3218	10132	49.68	113.72	1228.72	1230.08	25.0792	9422	50.61	111.45	1159.44	1160.73	23.3218	15398	105.58	198.69	3628.18	3632.21	38.1139	1199391094	3.0128	-0.7679448270360616	30854.329999999998	0.545171339563863	4.4789703026725896	ng	ng	0.0	salt	0.0	0.0	0	1	0	0	283129	699.3519699208774
fish_72	129850	59595	10072	22862	Diretmus argenteus	0	0	1	nonguarders	open water/substratum egg scatterers	Diretmus_argenteus	7.95	5.19	1.41	0.46	3.62	30.39	15.010000000000002	Silver_spinyfin	Diretmidae	0.5296469020652897	0.3457694870086609	0.030646235842771485	0.0939373750832778	302363458	300612887	2172	3367	42546	191137	89.18	200.67	51861.1	52163.1	632.904	583	14	882	2233	3819469	181483	543302	366086	0	48.9275	71	121	0.0	12.7056	4669	4581.2	159933	74.58	193.34	37528.1	37746.6	529.5790000000001	2409.78	1.8073099999999998	219	1110	357.67699999999996	316.283	0	0.0	0.0	0.0	0.0	0.0	2359	19.37	13.5	151.13	152.01	7.811260000000001	55468	32.09	47.34	5883.34	5917.6	183.669	27848	153.14	340.74	14084.8	14166.8	92.2119	26532	61.72	136.5	5356.87	5388.07	87.8543	12593	64.94	177.35	2646.67	2662.08	41.6987	8535	62.71	142.96	1742.82	1752.97	28.2616	4715	59.53	150.79	915.3	920.63	15.6126	5873	89.41	200.39	1694.24	1704.11	19.447	5699	100.93	204.26	1869.45	1880.34	18.8709	10311	142.09	248.37	4530.31	4556.69	34.1424	1977933133	3.75281	-1.1098217318894619	38874.92999999999	0.49391247120763415	4.574356577192095	ng	ng	0.0	salt	0.0	0.0	0	1	0	0	222379	735.4691650602831
fish_73	310846	152208	32867	60427	Diretmoides pauciradiatus	0	0	1	nonguarders	open water/substratum egg scatterers	Diretmoides_pauciradiatus	8.15	5.9	1.53	0.74	4.26	32.74	16.32	Longwing_spinyfin	Diretmidae	0.4993872549019608	0.36151960784313725	0.04534313725490196	0.09375	672603014	671113026	4028	6032	72543	607797	65.88	126.92	56571.4	56697.1	904.46	1699	55	940	1059	8378984	396484	1319054	762646	0	29.0482	144	211	0.0	12.4852	28976	10018.6	521867	52.67	108.77	39504.7	39592.4	776.5880000000001	5201.66	1.96547	374	2489	434.809	397.754	439179	68.76	126.73	42916.4	61489.4	653.54	12118	19.52	13.52	351.74	352.52	18.0327	248579	37.73	30.92	13933.6	13964.5	369.909	58920	83.22	211.76	7276.15	7292.31	87.6786	82651	52.72	82.31	6427.75	6442.02	122.993	28967	62.51	151.52	2642.15	2648.02	43.1057	20336	48.35	106.81	1432.86	1436.04	30.2619	13229	50.65	110.64	976.69	978.86	19.686	17174	67.33	135.04	1673.09	1676.81	25.5565	13883	78.95	150.05	1578.66	1582.16	20.6592	26010	111.35	177.27	4079.33	4088.39	38.7054	1779407451	3.9504699999999997	0.1252944932764018	40372.020000000004	0.4984728161270617	4.596648768098284	ng	ng	0.0	salt	0.0	0.0	0	1	0	0	556348	827.1565669790472
fish_74	225645	60485	32142	44698	Monocentris japonica	0	0	1	nan	nan	Monocentris_japonica	7.47	2.84	1.28	0.83	3.17	24.42	12.419999999999998	Pinecone_fish	Monocentridae	0.601449275362319	0.22866344605475042	0.06682769726247988	0.1030595813204509	556023515	554164109	8046	18672	227512	436517	38.36	69.2	28942.2	29039.3	785.1030000000001	2709	74	545	444	2689207	64417	448504	130705	1	20.3952	199	235	16.71	4.85273	25340	4515.25	406594	35.76	63.04	25460.7	25546.2	731.284	3550.64	0.809334	430	3525	426.409	369.275	325300	39.2	66.71	22187.5	28814.0	585.072	39383	17.9	6.13	1267.96	1272.22	70.8327	237135	31.99	35.46	13635.7	13681.5	426.50199999999995	28908	40.63	83.49	2108.08	2115.16	51.9928	33359	57.84	117.15	3412.37	3423.82	59.9982	18661	46.52	108.21	1524.7	1529.82	33.5629	9976	35.76	70.27	637.46	639.59	17.9424	5648	31.95	56.08	320.71	321.79	10.1583	10587	51.74	116.03	967.31	970.56	19.0414	8700	41.76	76.68	640.17	642.32	15.6475	14237	58.25	96.43	1450.1	1454.96	25.6061	675604691	2.54607	-0.26361379165198545	25964.559999999994	0.5085995085995085	4.405870339693058	nan	nan	nan	salt	0.0	nan	0	0	0	0	362970	652.7961321923589
fish_75	192671	59039	23956	36399	Gephyroberyx darwinii	0	0	1	nan	nan	Gephyroberyx_darwinii	5.9	2.68	1.07	0.61	3.57	22.32	10.26	Darwins_slimehead	Trachichthyidae	0.5750487329434698	0.2612085769980507	0.0594541910331384	0.10428849902534114	535045983	533181430	8514	18145	252974	439228	39.78	61.74	31753.0	31864.0	820.987	2557	80	598	543	1320884	52068	269743	112237	0	24.105	197	223	0.0	2.47736	24736	5302.18	408246	36.86	54.12	27567.3	27663.7	763.077	3794.38	0.505912	411	3317	421.475	373.042	333346	41.34	60.98	25150.6	31860.7	623.077	24514	16.63	5.28	761.96	764.63	45.8206	236502	33.65	24.96	14865.3	14917.3	442.06	33972	42.94	88.87	2717.04	2726.54	63.4991	33519	49.13	85.5	3049.64	3060.3	62.6523	19901	44.58	86.11	1629.41	1635.11	37.1981	12676	35.94	61.17	846.3	849.26	23.6935	8799	34.69	65.47	565.05	567.02	16.4467	12603	40.64	65.76	948.04	951.36	23.557	10173	43.26	73.66	812.81	815.65	19.015	15587	62.67	101.69	1770.16	1776.35	29.1346	562508513	2.75673	-0.33359467218528027	27965.71	0.4596774193548387	4.440394232463318	nan	nan	nan	salt	0.0	nan	0	0	0	0	312065	583.2489354471053
fish_76	182111	48568	21025	39323	Hoplostethus atlanticus	0	0	1	nonguarders	nan	Hoplostethus_atlanticus	5.41	2.12	1.06	0.48	3.67	21.24	9.07	Orange_roughy	Trachichthyidae	0.5964718853362734	0.23373759647188533	0.05292171995589856	0.11686879823594266	520173038	518656337	7812	15562	168531	470986	37.75	57.51	33177.6	33274.6	905.742	2497	73	628	573	2110973	75618	467550	168658	0	22.6085	195	228	0.0	4.07008	24968	5288.15	437954	34.96	49.74	28824.2	28908.5	842.2189999999999	3659.22	0.9014639999999999	421	3404	417.64599999999996	351.14599999999996	365801	38.66	54.56	26556.7	33216.3	703.4630000000001	24759	16.29	5.54	775.52	777.79	47.6135	261672	33.12	30.38	16651.8	16700.5	503.215	34802	34.28	54.86	2287.21	2293.9	66.9269	36323	49.62	96.5	3428.87	3438.9	69.8519	20867	37.84	62.71	1498.1	1502.48	40.1288	11654	33.98	55.71	752.82	755.02	22.4115	9622	30.07	48.99	548.18	549.78	18.5038	12636	43.04	81.85	1032.4	1035.42	24.3	10542	37.88	55.85	758.59	760.81	20.2731	15077	54.74	87.28	1538.45	1542.95	28.9942	638181237	2.88242	-0.3832106988572102	29271.94	0.42702448210922794	4.459757262526774	ng	ng	0.0	salt	0.0	0.0	0	1	0	0	291027	559.4811317383197
fish_79	257521	85019	24671	50304	Acanthochaenus luetkenii	0	0	1	nan	nan	Acanthochaenus_luetkenii	10.49	4.92	1.65	0.69	2.51	35.31	17.75	Pricklefish	Stephanoberycidae	0.5909859154929578	0.27718309859154927	0.038873239436619716	0.09295774647887324	545759480	544095404	5636	8444	134289	360175	38.76	55.62	24802.7	24878.5	660.872	1736	59	936	1026	1954618	80893	359900	175720	1	27.5939	138	219	21.1	3.5924199999999997	24211	5254.29	327078	34.67	44.78	20336.5	20398.7	600.143	3355.2	0.661465	386	2675	449.776	397.671	247038	41.12	53.29	18135.2	26819.6	453.281	8341	15.89	6.16	242.86	243.6	15.3046	193841	33.46	27.68	11878.6	11914.9	355.67199999999997	27503	32.07	63.6	1613.78	1618.72	50.4642	30426	40.53	54.69	2237.05	2243.89	55.8275	22748	30.36	50.7	1250.47	1254.29	41.7394	12973	35.47	66.77	837.03	839.59	23.8037	4937	32.5	42.83	291.78	292.67	9.05872	8766	42.31	68.33	673.47	675.53	16.0844	6710	43.48	71.78	524.66	526.26	12.3119	10833	58.15	92.19	1116.18	1119.6	19.8771	763858760	2.03365	-0.29785453108332355	20665.88	0.502690455961484	4.3082762110507815	nan	nan	nan	salt	0.0	nan	0	0	0	0	417515	765.0164867498041
